trading_session_id,Time,Event Type,Order ID,Trader ID,Size,Price,Direction,LOBSTER_BOOK_0,LOBSTER_BOOK_1,LOBSTER_BOOK_2,LOBSTER_BOOK_3,LOBSTER_BOOK_4,LOBSTER_BOOK_5,LOBSTER_BOOK_6,LOBSTER_BOOK_7,LOBSTER_BOOK_8,LOBSTER_BOOK_9,LOBSTER_BOOK_10,LOBSTER_BOOK_11,LOBSTER_BOOK_12,LOBSTER_BOOK_13,LOBSTER_BOOK_14,LOBSTER_BOOK_15,LOBSTER_BOOK_16,LOBSTER_BOOK_17,LOBSTER_BOOK_18,LOBSTER_BOOK_19,LOBSTER_BOOK_20,LOBSTER_BOOK_21,LOBSTER_BOOK_22,LOBSTER_BOOK_23,LOBSTER_BOOK_24,LOBSTER_BOOK_25,LOBSTER_BOOK_26,LOBSTER_BOOK_27,LOBSTER_BOOK_28,LOBSTER_BOOK_29,LOBSTER_BOOK_30,LOBSTER_BOOK_31,LOBSTER_BOOK_32,LOBSTER_BOOK_33,LOBSTER_BOOK_34,LOBSTER_BOOK_35,LOBSTER_BOOK_36,LOBSTER_BOOK_37,LOBSTER_BOOK_38,LOBSTER_BOOK_39
71062ff9-b112-4253-bccb-fc054640d17a,0.0,1,6655f7ce3602dae1c7cfe3ad,,,,,2000.0,0.0,1999.0,0.0,2001.0,0.0,1998.0,0.0,2002.0,0.0,1997.0,0.0,2003.0,0.0,1996.0,0.0,2004.0,0.0,1995.0,0.0,2005.0,0.0,1994.0,0.0,2006.0,0.0,1993.0,0.0,2007.0,0.0,1992.0,0.0,2008.0,0.0,1991.0,0.0,2009.0,0.0,1990.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,1.000194,1,6655f7cf3602dae1c7cfe3b5,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1996.0,1.0,2000.0,0.0,1996.0,1.0,2001.0,0.0,1995.0,0.0,2002.0,0.0,1994.0,0.0,2003.0,0.0,1993.0,0.0,2004.0,0.0,1992.0,0.0,2005.0,0.0,1991.0,0.0,2006.0,0.0,1990.0,0.0,2007.0,0.0,1989.0,0.0,2008.0,0.0,1988.0,0.0,2009.0,0.0,1987.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,1.000274,1,6655f7cf3602dae1c7cfe3b8,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1999.0,-1.0,1999.0,1.0,1996.0,1.0,2000.0,0.0,1995.0,0.0,2001.0,0.0,1994.0,0.0,2002.0,0.0,1993.0,0.0,2003.0,0.0,1992.0,0.0,2004.0,0.0,1991.0,0.0,2005.0,0.0,1990.0,0.0,2006.0,0.0,1989.0,0.0,2007.0,0.0,1988.0,0.0,2008.0,0.0,1987.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,1.000407,1,6655f7cf3602dae1c7cfe3bb,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1999.0,-1.0,1997.0,1.0,1996.0,1.0,1998.0,0.0,1995.0,0.0,1999.0,2.0,1994.0,0.0,2000.0,0.0,1993.0,0.0,2001.0,0.0,1992.0,0.0,2002.0,0.0,1991.0,0.0,2003.0,0.0,1990.0,0.0,2004.0,0.0,1989.0,0.0,2005.0,0.0,1988.0,0.0,2006.0,0.0,1987.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,1.000533,1,6655f7cf3602dae1c7cfe3bd,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1997.0,-1.0,1997.0,2.0,1996.0,1.0,1998.0,0.0,1995.0,0.0,1999.0,2.0,1994.0,0.0,2000.0,0.0,1993.0,0.0,2001.0,0.0,1992.0,0.0,2002.0,0.0,1991.0,0.0,2003.0,0.0,1990.0,0.0,2004.0,0.0,1989.0,0.0,2005.0,0.0,1988.0,0.0,2006.0,0.0,1987.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,1.999635,1,6655f7d03602dae1c7cfe3bf,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1997.0,-1.0,1997.0,2.0,1996.0,1.0,1998.0,0.0,1995.0,0.0,1999.0,1.0,1994.0,0.0,2000.0,0.0,1993.0,0.0,2001.0,0.0,1992.0,0.0,2002.0,0.0,1991.0,0.0,2003.0,0.0,1990.0,0.0,2004.0,0.0,1989.0,0.0,2005.0,0.0,1988.0,0.0,2006.0,0.0,1987.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,1.999889,1,6655f7d03602dae1c7cfe3c3,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,,,,1996.0,1.0,1999.0,0.0,1997.0,2.0,1998.0,0.0,1998.0,0.0,1997.0,0.0,1999.0,1.0,1996.0,0.0,2000.0,0.0,1995.0,0.0,2001.0,0.0,1994.0,0.0,2002.0,0.0,1993.0,0.0,2003.0,0.0,1992.0,0.0,2004.0,0.0,1991.0,0.0,2005.0,0.0,1990.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,2.000069,1,6655f7d03602dae1c7cfe3c7,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1996.0,-1.0,1997.0,2.0,1999.0,0.0,1998.0,0.0,1998.0,0.0,1999.0,1.0,1997.0,0.0,2000.0,0.0,1996.0,0.0,2001.0,0.0,1995.0,0.0,2002.0,0.0,1994.0,0.0,2003.0,0.0,1993.0,0.0,2004.0,0.0,1992.0,0.0,2005.0,0.0,1991.0,0.0,2006.0,0.0,1990.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,2.000176,1,6655f7d03602dae1c7cfe3c8,NOISE_6bb0215b-0729-444f-b524-b3d672e53761,1.0,1996.0,-1.0,1997.0,1.0,1999.0,0.0,1998.0,0.0,1998.0,0.0,1999.0,1.0,1997.0,0.0,2000.0,0.0,1996.0,0.0,2001.0,0.0,1995.0,0.0,2002.0,0.0,1994.0,0.0,2003.0,0.0,1993.0,0.0,2004.0,0.0,1992.0,0.0,2005.0,0.0,1991.0,0.0,2006.0,0.0,1990.0,0.0
71062ff9-b112-4253-bccb-fc054640d17a,2.000399,1,6655f7d03602dae1c7cfe3ce,INFORMED_506922f3-f6ab-41a2-be5f-ff83b0e4c5af,1.0,1996.0,1.0,1997.0,1.0,1996.0,1.0,1998.0,0.0,1995.0,0.0,1999.0,1.0,1994.0,0.0,2000.0,0.0,1993.0,0.0,2001.0,0.0,1992.0,0.0,2002.0,0.0,1991.0,0.0,2003.0,0.0,1990.0,0.0,2004.0,0.0,1989.0,0.0,2005.0,0.0,1988.0,0.0,2006.0,0.0,1987.0,0.0
