order_id,id,status,amount,price,order_type,timestamp,session_id,trader_id
c56113a9-3eba-4799-a123-6c724abab637,c56113a9-3eba-4799-a123-6c724abab637,cancelled,1,2001.0,ask,2023-09-19 09:39:34.615248,1234,9e086d9e-de6b-46e7-a672-f7821923d343
2584fc26-dcf0-4846-a7eb-26771a1f1f48,2584fc26-dcf0-4846-a7eb-26771a1f1f48,cancelled,1,2001.0,ask,2023-09-19 09:39:34.615248,1234,d5239062-168c-477b-b42e-f2e6e980ec32
ad790637-4ee8-4e4c-aa44-f74eceae7e1b,ad790637-4ee8-4e4c-aa44-f74eceae7e1b,active,1,1990.0,bid,2023-09-19 09:39:34.615248,1234,b28a3e1d-5c21-4b4f-a112-c5083430765f
a407df0b-b7c1-46a5-a8a6-4220291a3bff,a407df0b-b7c1-46a5-a8a6-4220291a3bff,active,1,2001.0,ask,2023-09-19 09:39:37.630184,1234,9e086d9e-de6b-46e7-a672-f7821923d343
8521c4c4-b53f-4aef-b3fd-e51f53fc2731,8521c4c4-b53f-4aef-b3fd-e51f53fc2731,cancelled,1,2001.0,ask,2023-09-19 09:39:37.630184,1234,b28a3e1d-5c21-4b4f-a112-c5083430765f
1336b8fc-c4f9-4f9c-bbaa-f0af3b71a97f,1336b8fc-c4f9-4f9c-bbaa-f0af3b71a97f,active,1,1990.0,bid,2023-09-19 09:39:37.630184,1234,d5239062-168c-477b-b42e-f2e6e980ec32
0642a4d8-6cff-4361-b1b7-5d97d1c5bce6,0642a4d8-6cff-4361-b1b7-5d97d1c5bce6,cancelled,1,1990.0,bid,2023-09-19 09:39:38.642385,1234,9e086d9e-de6b-46e7-a672-f7821923d343
82c6b33e-9abd-4607-8b69-1bf40e508230,82c6b33e-9abd-4607-8b69-1bf40e508230,active,1,1990.0,bid,2023-09-19 09:39:38.642385,1234,b28a3e1d-5c21-4b4f-a112-c5083430765f
74591b08-d036-4d45-90b6-e2c221710248,74591b08-d036-4d45-90b6-e2c221710248,cancelled,1,2000.0,ask,2023-09-19 09:39:38.642385,1234,d5239062-168c-477b-b42e-f2e6e980ec32
fd72ffa1-26fc-4f2a-bb0c-aba2a2509438,fd72ffa1-26fc-4f2a-bb0c-aba2a2509438,active,1,1990.0,bid,2023-09-19 09:39:39.648682,1234,d5239062-168c-477b-b42e-f2e6e980ec32
a09eb66b-0c64-4f1b-91bd-48db311b6ead,a09eb66b-0c64-4f1b-91bd-48db311b6ead,cancelled,1,2000.0,ask,2023-09-19 09:39:39.648682,1234,9e086d9e-de6b-46e7-a672-f7821923d343
ac2de780-249d-4215-b2d5-3b22775097b8,ac2de780-249d-4215-b2d5-3b22775097b8,active,1,1990.0,bid,2023-09-19 09:39:39.648682,1234,b28a3e1d-5c21-4b4f-a112-c5083430765f
74d0bfa7-665d-43db-bfa6-56531b29c140,74d0bfa7-665d-43db-bfa6-56531b29c140,active,1,1990.0,bid,2023-09-19 09:39:41.658635,1234,b28a3e1d-5c21-4b4f-a112-c5083430765f
760ddb45-a0cf-40ab-a827-1c5916851aed,760ddb45-a0cf-40ab-a827-1c5916851aed,active,1,1990.0,bid,2023-09-19 09:39:41.658635,1234,9e086d9e-de6b-46e7-a672-f7821923d343
