order_id,id,status,amount,price,order_type,timestamp,session_id,trader_id
c98310c3-250e-41e7-87b5-6b90cae609de,c98310c3-250e-41e7-87b5-6b90cae609de,active,1,2001.0,ask,2023-09-19 09:51:00.725825,1234,238c5b51-ebd2-477c-9656-e555d7dd3314
3e386910-3e5d-40e6-b5f4-f29c01764348,3e386910-3e5d-40e6-b5f4-f29c01764348,cancelled,1,1990.0,bid,2023-09-19 09:51:00.725825,1234,975aaa93-3769-4001-bc0c-806a7efa374c
52245e64-c670-4b67-b81b-d878b1b454df,52245e64-c670-4b67-b81b-d878b1b454df,cancelled,1,2001.0,ask,2023-09-19 09:51:00.725825,1234,072f28df-b424-432e-bda3-b378e0045abb
4eae5428-7bf3-444c-975d-656f8aaa9dee,4eae5428-7bf3-444c-975d-656f8aaa9dee,cancelled,1,2000.0,ask,2023-09-19 09:51:02.738029,1234,238c5b51-ebd2-477c-9656-e555d7dd3314
7cf864c3-1ae0-48a5-b2bd-2d2ea49cf66d,7cf864c3-1ae0-48a5-b2bd-2d2ea49cf66d,active,1,1990.0,bid,2023-09-19 09:51:02.738029,1234,975aaa93-3769-4001-bc0c-806a7efa374c
38192eba-954f-431a-a9b1-992f1700bdfc,38192eba-954f-431a-a9b1-992f1700bdfc,active,1,1991.0,bid,2023-09-19 09:51:02.738029,1234,072f28df-b424-432e-bda3-b378e0045abb
3776a577-1211-4a19-9761-d47fef619f32,3776a577-1211-4a19-9761-d47fef619f32,active,1,1990.0,bid,2023-09-19 09:51:03.734985,1234,975aaa93-3769-4001-bc0c-806a7efa374c
ca7a7d7b-fee3-4c3b-a058-12dd9c573148,ca7a7d7b-fee3-4c3b-a058-12dd9c573148,cancelled,1,1991.0,bid,2023-09-19 09:51:03.734985,1234,238c5b51-ebd2-477c-9656-e555d7dd3314
ab6d1600-3ae9-4d8a-a09b-570aae761774,ab6d1600-3ae9-4d8a-a09b-570aae761774,active,1,1991.0,bid,2023-09-19 09:51:03.734985,1234,072f28df-b424-432e-bda3-b378e0045abb
8ad2d5fd-141b-46e1-813d-a5b581eae9ec,8ad2d5fd-141b-46e1-813d-a5b581eae9ec,cancelled,1,1991.0,bid,2023-09-19 09:51:04.742386,1234,975aaa93-3769-4001-bc0c-806a7efa374c
