id,bid_order_id,ask_order_id,timestamp,price
f45c0f2a-776b-4c27-8dc2-0566497fb629,1f6895be-b7e8-49a6-bfc7-a077dba96b1a,0677801f-683b-4771-b87e-853a2c4e0789,2023-09-18 12:53:43.569802,2.0
6c533e44-9fed-41e9-bd2f-ebce8813acd1,c41ce231-a1cb-40aa-8d81-626fc6e062ad,42a2418f-5df4-4b7d-801c-ef6e5988c1fd,2023-09-18 12:53:45.656633,2.5
273e99e7-de9d-43d8-8a24-3b3759974c77,ebb4999a-8bb9-4fac-9cec-83ae6c7f3996,f8e9cc2d-7cca-4763-bcaf-963dfaa89e97,2023-09-18 12:53:47.955400,3.0
0bd14a73-4486-4fca-af11-dfd2e47bf181,0ce2d220-197c-427e-bda8-e45d9e08e706,a5192bf2-4322-4bf8-b1a8-3f2e45146ab4,2023-09-18 12:53:49.937992,3.5
900b5277-e7e6-416d-b58c-d754c31618aa,da01a3e6-0177-4120-ab26-fe27a01e44f4,1eaca287-f685-4964-bc80-11d769b4fa3e,2023-09-18 12:53:49.938107,3.0
0d8829fe-238f-4e7c-9265-9c7371eb5822,f1bef9ff-cda5-4434-9736-9a2383a3c108,9f2e8dc2-46a0-4534-bd38-f08674be9d31,2023-09-18 12:53:49.938133,3.5
04eaceb1-12e6-442d-9880-60015a141cf1,2232c488-6b12-44eb-a74a-9716220764c9,25e963a5-9e05-47d0-a2f8-2968d0cb173b,2023-09-18 12:53:55.801892,5.5
4623d06f-a444-474c-9c6b-85f6909a8644,ddbee702-024f-4a68-8603-1eb29ad35518,5e77f5ba-fcd4-4ee4-ac41-e576f5f1e411,2023-09-18 12:53:58.654251,4.0
d6fb1305-1d33-47a8-a177-a8ec23acedfb,ee24653c-0bdf-4b38-a087-c9263d9b51e1,91731a74-b778-4fa6-90ec-3fa90ca5c8af,2023-09-18 12:54:01.573751,4.0
5ad03fbb-d241-4b1f-8f57-c666f0086a3e,a9eb0a14-e430-4f7e-8fa5-9857277c2168,6df461c5-cac8-44cc-88ae-a07ec0d8820d,2023-09-18 12:54:03.870560,3.5
aba52877-99b4-4122-ad5f-900ebf4ae18b,792e5033-dbd0-446b-9f0f-af7ded5da897,fa9138cb-95e0-4819-a1bd-a9a4a669dfa4,2023-09-18 12:54:06.855245,4.0
86d7997a-5172-4569-b468-3d07a5377b51,2511efa7-be0f-45c8-98b1-a14a1beeb3f3,b3fc9d53-4063-44ee-a0bd-f5ccff583b00,2023-09-18 12:54:06.855407,3.5
204b18ca-fc9a-4f1e-8002-5ab44adab28f,1b6d9ac6-52b2-4dda-b524-860a55b84360,2267b512-6444-4311-9807-4e1d147ad585,2023-09-18 12:54:11.108038,4.0
bf989c2c-68dd-4857-bf2d-d50fd276cd81,85f25605-5844-45e0-8bb1-7ecbfff80ba6,a19cf6e9-2d6b-4601-ad93-7c7e0b485ab3,2023-09-18 12:54:13.122943,4.5
15eb56e9-7163-440b-a835-40d8db2553a1,216617ae-1767-44a4-97e0-564e1ef4646d,2c9e7000-dd9b-4457-9994-f949d95c3e98,2023-09-18 12:54:16.831622,3.5
87f0ddb5-0e7b-4c60-b284-fab79b215de0,370b3b41-b8c6-439f-b9f6-f006b2422dcb,a355bc7e-9dde-4ebd-aed2-ec4c1ab79c42,2023-09-18 12:54:19.533865,3.0
da0a2875-da37-4dbb-914a-904ff2a2dfa3,6cb4d27f-135f-4e7c-86ff-f463100204ce,edbe7f74-2993-47f9-8fa4-810ffe06ea3c,2023-09-18 12:54:19.533969,4.0
2bf43586-30a7-44a8-9cbb-2266a34db6e8,e8597044-7760-4cc4-8fc7-e281ab9ee6fb,c08a0f2c-9cfa-4c66-9d96-353d5cd4d65f,2023-09-18 12:54:19.533990,5.0
efae25da-f078-4ec1-9f6b-efcca8e26071,4dd83595-b9de-454a-8598-0d51016ce145,8ea2a5ee-d345-4cfb-8639-6dc564a7ca6a,2023-09-18 12:54:21.141840,3.5
a541ae19-5aa8-45ee-94af-92acee2808ff,c5826417-24b5-4164-85f3-c9e8cc512cd0,431891e2-5169-430c-a78a-f17276bc09f4,2023-09-18 12:54:21.141920,3.5
ced56ccd-e590-4ab9-9669-f01ba26bc079,a09d2ad9-c52c-411a-8dc0-d0b30350d206,51214a6d-5dec-4b9e-9d35-d0ff8509094f,2023-09-18 12:54:23.336009,2.5
48bae949-163e-4f96-9070-00e64a99039a,60e532f0-14b4-47c9-a2b6-91a9ae75041c,623bf7df-937e-4032-89c2-db999237cf75,2023-09-18 12:54:23.336274,2.5
a1acdf58-aeea-4868-81e4-3eaedc4f35c3,d0728878-a453-430d-a382-24663515f6e4,0a4b4177-bf8b-4e45-94cd-cf881605a107,2023-09-18 12:54:26.553404,4.0
