id,bid_order_id,ask_order_id,timestamp,price
867fa4a5-4232-4197-813d-f06ebbd68eb3,5d1c186f-19ff-47fb-9d29-763d40fdd1a4,b7bec567-e96e-43c1-a3f4-28a6f4059347,2023-09-18 12:54:28.488529,2.0
27eb411a-4a19-4024-88f1-93501f5861c6,559576c7-bdfc-4fb0-b52a-fc57dd9a2c3c,fd74fad4-3f4b-4730-9d4d-99519306f85d,2023-09-18 12:54:31.253489,2.0
76d442f3-d588-4512-8c05-a855be957a11,55aeb9a5-3d16-40b8-b3aa-1f562ceabeb6,3ee94238-0849-42bd-9f8c-02025a812353,2023-09-18 12:54:32.747214,5.0
a95133d9-3038-4fa4-9c8f-439f1a0e204c,c308e9ff-a745-44fe-89e4-a3932c29cfb4,98d0a37d-f3c1-4ac4-a64d-f95675a01243,2023-09-18 12:54:35.544382,3.5
f0416746-daca-4abe-87f6-2dc8daaf6b05,d5cd9555-288b-476f-aa24-bec76b76eb65,277a53ee-3d0f-41d5-a2a6-65bade279b99,2023-09-18 12:54:35.544523,3.0
63e44b67-e48c-4250-8ceb-7e017b76228f,19196c16-8c2c-4835-9618-4ec6fa8b1575,79241326-5a63-4b5b-8cb5-b0cb1c9ca2a8,2023-09-18 12:54:37.341662,3.0
d3b8c08a-6837-4f73-99d7-f5714dba5314,ea0eb257-2978-4156-b60e-d29db72a7a8b,aad17a32-7b3a-4459-9fad-285acb2cd9bf,2023-09-18 12:54:37.341725,4.0
0914661f-aee6-4b77-af53-952e92523081,13a41260-875f-4db4-9093-d840f87464c5,15f533d6-fb72-4dae-bc00-5abfb35bf2d4,2023-09-18 12:54:37.341745,4.0
f34d1559-b29a-4497-b4f0-f2f68f82847e,89293aa1-754b-4b09-bebb-bd2def0295dc,cf68e2c5-cda9-4c96-a6fe-e8cab4be0eff,2023-09-18 12:54:37.341761,4.0
f31c7409-6fd7-47a9-85c5-e58eb6ba3583,a86db924-6327-4714-8c97-7094ed2bfcfa,ceed1b9e-85e3-4c6b-80e2-8ec53b9d2bc3,2023-09-18 12:54:39.986737,2.0
99a1b1d3-b5e8-4d1d-af96-996b92552695,64d04da1-0f44-4820-b9eb-bb6dd9440323,52e36ce1-1a15-402f-a924-74ca725a345b,2023-09-18 12:54:39.986775,2.0
a0b05491-750d-41f6-9fed-0bf7f6494141,26bf9e82-5191-4ec6-bf55-699f548bc6b0,2c7a1029-e581-4ba4-a8c8-f4c9e8ffbac6,2023-09-18 12:54:42.019708,4.5
470b90cd-ebb3-43fe-8f19-ff081ff73e84,229c14f2-e611-4c8d-8d3d-fbdd4418eda3,d38bf94c-4516-4c78-bccf-1b0e1bfa350f,2023-09-18 12:54:43.396331,3.5
7d05adf3-cbf0-437b-848b-cf9b61bd1a79,20c2b0c7-b6cb-45d4-a576-27bf9dd8f8c3,4a11c058-a307-4219-be3e-8585d19cc1b1,2023-09-18 12:54:46.315393,3.0
52ab2215-25ce-4b4f-9e88-1529e93798d5,37b7dc18-2315-473d-982f-1f89e2cc89fc,54766c25-d9d5-4b5a-af9c-eced4925c45a,2023-09-18 12:54:46.315556,4.0
04e7cee7-5bca-4966-acd3-1e1257ba7874,169a758e-b843-4b1f-8890-aa5666a57052,5a085d18-8b27-40c0-b275-9a67563006e1,2023-09-18 12:54:47.856605,3.0
eff61ae5-38cc-4dde-9af0-00432d3833de,95fc1cda-81e4-4e08-b0f8-508775c5b7b0,98108a5e-ccd5-4eaa-a33b-d174f1613683,2023-09-18 12:54:47.856695,4.5
e4e44213-fead-412d-8ae7-c4f80760833f,e9843e8a-88dc-4550-92c4-6437a10c6a3a,0ae16857-f964-43f7-a1c1-ad621cc7b5e7,2023-09-18 12:54:49.917993,2.5
5bc9b585-26a5-47f8-ac6b-8c86ddb8308a,5044ed02-9b37-4291-9d81-5591ac4d45d1,da016900-a141-4e0a-9eac-1257e792baa3,2023-09-18 12:54:49.918178,3.0
aa01ac04-fb89-4432-9ed0-99200bd4a344,5347164d-4039-4c54-b6be-7c4b2f4fcb18,e643ff25-1a7e-4001-9ddd-079c634b7078,2023-09-18 12:54:52.199805,4.0
