id,trading_session_id,content,text,type,order_book,active_orders,history,spread,midpoint,transaction_price,timestamp,order_amount,order_price,order_type,order_trader_id
6640fe912a056da002d3a02f,22091c9a-f9d0-4bda-afb3-d08b05605f97,"{""text"": ""book is updated"", ""type"": ""update"", ""order_book"": {""bids"": [], ""asks"": []}, ""active_orders"": [], ""history"": [{""_id"": ""fd6cde5c-a447-42af-8436-b985fef34248"", ""trading_session_id"": ""22091c9a-f9d0-4bda-afb3-d08b05605f97"", ""bid_order_id"": ""8848e518-d7ca-407e-a4a7-c92a7374cec2"", ""ask_order_id"": ""e6f844b1-ca44-40ec-87a8-eda18dad3917"", ""timestamp"": ""2024-05-12 18:38:25.283000"", ""price"": 2000.0}], ""spread"": null, ""midpoint"": null, ""transaction_price"": 2000.0, ""incoming_message"": {""amount"": 9, ""price"": 2000, ""order_type"": 1, ""trader_id"": ""NOISE_a24c559a-f24b-4cca-876b-0021264578cb""}}",book is updated,update,"{""bids"": [], ""asks"": []}",[],"[{""_id"": ""fd6cde5c-a447-42af-8436-b985fef34248"", ""trading_session_id"": ""22091c9a-f9d0-4bda-afb3-d08b05605f97"", ""bid_order_id"": ""8848e518-d7ca-407e-a4a7-c92a7374cec2"", ""ask_order_id"": ""e6f844b1-ca44-40ec-87a8-eda18dad3917"", ""timestamp"": ""2024-05-12 18:38:25.283000"", ""price"": 2000.0}]",,,2000.0,2024-05-12T18:38:25.330000,9,2000,1,NOISE_a24c559a-f24b-4cca-876b-0021264578cb
