id,content,trading_session_id,text,type,order_book,active_orders,history,spread,midpoint,transaction_price,timestamp,order_amount,order_price,order_type,order_trader_id
6641216a522980aa76ef5bfa,,62338cab-e08c-4e7e-a79c-5de4ffa5e7e4,book is updated,update,"{""bids"": [], ""asks"": [{""x"": 2000.0, ""y"": 6.0}]}","[{""id"": ""b'?\\x8b|\\x969\\xc5M\\xfe\\xa6\\x8c\\xd0\\x9f\\xedn\\xacT'"", ""trader_id"": ""NOISE_bd8498d2-f577-46ba-bc3b-c7543e4225cb"", ""order_type"": -1, ""amount"": 6.0, ""price"": 2000.0, ""timestamp"": ""2024-05-12 20:07:05.999000""}]",[],,,,2024-05-12T21:07:06.000192000,6,2000,-1,NOISE_bd8498d2-f577-46ba-bc3b-c7543e4225cb
